date_key,date,year,month,month_name,quarter,week,day_of_week,is_weekend,season
20260203,2026-02-03,2026,2,February,Q1,6,Tuesday,False,Low
20260204,2026-02-04,2026,2,February,Q1,6,Wednesday,False,Low
20260205,2026-02-05,2026,2,February,Q1,6,Thursday,False,Low
20260206,2026-02-06,2026,2,February,Q1,6,Friday,False,Low
20260207,2026-02-07,2026,2,February,Q1,6,Saturday,True,Low
20260208,2026-02-08,2026,2,February,Q1,6,Sunday,True,Low
20260209,2026-02-09,2026,2,February,Q1,7,Monday,False,Low
20260210,2026-02-10,2026,2,February,Q1,7,Tuesday,False,Low
20260211,2026-02-11,2026,2,February,Q1,7,Wednesday,False,Low
20260212,2026-02-12,2026,2,February,Q1,7,Thursday,False,Low
20260213,2026-02-13,2026,2,February,Q1,7,Friday,False,Low
20260214,2026-02-14,2026,2,February,Q1,7,Saturday,True,Low
20260215,2026-02-15,2026,2,February,Q1,7,Sunday,True,Low
20260216,2026-02-16,2026,2,February,Q1,8,Monday,False,Low
20260217,2026-02-17,2026,2,February,Q1,8,Tuesday,False,Low
20260218,2026-02-18,2026,2,February,Q1,8,Wednesday,False,Low
20260219,2026-02-19,2026,2,February,Q1,8,Thursday,False,Low
20260220,2026-02-20,2026,2,February,Q1,8,Friday,False,Low
20260221,2026-02-21,2026,2,February,Q1,8,Saturday,True,Low
20260222,2026-02-22,2026,2,February,Q1,8,Sunday,True,Low
20260223,2026-02-23,2026,2,February,Q1,9,Monday,False,Low
20260224,2026-02-24,2026,2,February,Q1,9,Tuesday,False,Low
20260225,2026-02-25,2026,2,February,Q1,9,Wednesday,False,Low
20260226,2026-02-26,2026,2,February,Q1,9,Thursday,False,Low
20260227,2026-02-27,2026,2,February,Q1,9,Friday,False,Low
20260228,2026-02-28,2026,2,February,Q1,9,Saturday,True,Low
20260301,2026-03-01,2026,3,March,Q1,9,Sunday,True,Low
20260302,2026-03-02,2026,3,March,Q1,10,Monday,False,Low
20260303,2026-03-03,2026,3,March,Q1,10,Tuesday,False,Low
20260304,2026-03-04,2026,3,March,Q1,10,Wednesday,False,Low
20260305,2026-03-05,2026,3,March,Q1,10,Thursday,False,Low
20260306,2026-03-06,2026,3,March,Q1,10,Friday,False,Low
20260307,2026-03-07,2026,3,March,Q1,10,Saturday,True,Low
20260308,2026-03-08,2026,3,March,Q1,10,Sunday,True,Low
20260309,2026-03-09,2026,3,March,Q1,11,Monday,False,Low
20260310,2026-03-10,2026,3,March,Q1,11,Tuesday,False,Low
20260311,2026-03-11,2026,3,March,Q1,11,Wednesday,False,Low
20260312,2026-03-12,2026,3,March,Q1,11,Thursday,False,Low
20260313,2026-03-13,2026,3,March,Q1,11,Friday,False,Low
20260314,2026-03-14,2026,3,March,Q1,11,Saturday,True,Low
20260315,2026-03-15,2026,3,March,Q1,11,Sunday,True,Low
20260316,2026-03-16,2026,3,March,Q1,12,Monday,False,Low
20260317,2026-03-17,2026,3,March,Q1,12,Tuesday,False,Low
20260318,2026-03-18,2026,3,March,Q1,12,Wednesday,False,Low
20260319,2026-03-19,2026,3,March,Q1,12,Thursday,False,Low
20260320,2026-03-20,2026,3,March,Q1,12,Friday,False,Low
20260321,2026-03-21,2026,3,March,Q1,12,Saturday,True,Low
20260322,2026-03-22,2026,3,March,Q1,12,Sunday,True,Low
20260323,2026-03-23,2026,3,March,Q1,13,Monday,False,Low
20260324,2026-03-24,2026,3,March,Q1,13,Tuesday,False,Low
20260325,2026-03-25,2026,3,March,Q1,13,Wednesday,False,Low
20260326,2026-03-26,2026,3,March,Q1,13,Thursday,False,Low
20260327,2026-03-27,2026,3,March,Q1,13,Friday,False,Low
20260328,2026-03-28,2026,3,March,Q1,13,Saturday,True,Low
20260329,2026-03-29,2026,3,March,Q1,13,Sunday,True,Low
20260330,2026-03-30,2026,3,March,Q1,14,Monday,False,Low
20260331,2026-03-31,2026,3,March,Q1,14,Tuesday,False,Low
20260401,2026-04-01,2026,4,April,Q2,14,Wednesday,False,Shoulder
20260402,2026-04-02,2026,4,April,Q2,14,Thursday,False,Shoulder
20260403,2026-04-03,2026,4,April,Q2,14,Friday,False,Shoulder
20260404,2026-04-04,2026,4,April,Q2,14,Saturday,True,Shoulder
20260405,2026-04-05,2026,4,April,Q2,14,Sunday,True,Shoulder
20260406,2026-04-06,2026,4,April,Q2,15,Monday,False,Shoulder
20260407,2026-04-07,2026,4,April,Q2,15,Tuesday,False,Shoulder
20260408,2026-04-08,2026,4,April,Q2,15,Wednesday,False,Shoulder
20260409,2026-04-09,2026,4,April,Q2,15,Thursday,False,Shoulder
20260410,2026-04-10,2026,4,April,Q2,15,Friday,False,Shoulder
20260411,2026-04-11,2026,4,April,Q2,15,Saturday,True,Shoulder
20260412,2026-04-12,2026,4,April,Q2,15,Sunday,True,Shoulder
20260413,2026-04-13,2026,4,April,Q2,16,Monday,False,Shoulder
20260414,2026-04-14,2026,4,April,Q2,16,Tuesday,False,Shoulder
20260415,2026-04-15,2026,4,April,Q2,16,Wednesday,False,Shoulder
20260416,2026-04-16,2026,4,April,Q2,16,Thursday,False,Shoulder
20260417,2026-04-17,2026,4,April,Q2,16,Friday,False,Shoulder
20260418,2026-04-18,2026,4,April,Q2,16,Saturday,True,Shoulder
20260419,2026-04-19,2026,4,April,Q2,16,Sunday,True,Shoulder
20260420,2026-04-20,2026,4,April,Q2,17,Monday,False,Shoulder
20260421,2026-04-21,2026,4,April,Q2,17,Tuesday,False,Shoulder
20260422,2026-04-22,2026,4,April,Q2,17,Wednesday,False,Shoulder
20260423,2026-04-23,2026,4,April,Q2,17,Thursday,False,Shoulder
20260424,2026-04-24,2026,4,April,Q2,17,Friday,False,Shoulder
20260425,2026-04-25,2026,4,April,Q2,17,Saturday,True,Shoulder
20260426,2026-04-26,2026,4,April,Q2,17,Sunday,True,Shoulder
20260427,2026-04-27,2026,4,April,Q2,18,Monday,False,Shoulder
20260428,2026-04-28,2026,4,April,Q2,18,Tuesday,False,Shoulder
20260429,2026-04-29,2026,4,April,Q2,18,Wednesday,False,Shoulder
20260430,2026-04-30,2026,4,April,Q2,18,Thursday,False,Shoulder
20260501,2026-05-01,2026,5,May,Q2,18,Friday,False,Shoulder
20260502,2026-05-02,2026,5,May,Q2,18,Saturday,True,Shoulder
20260503,2026-05-03,2026,5,May,Q2,18,Sunday,True,Shoulder
20260504,2026-05-04,2026,5,May,Q2,19,Monday,False,Shoulder
20260505,2026-05-05,2026,5,May,Q2,19,Tuesday,False,Shoulder
20260506,2026-05-06,2026,5,May,Q2,19,Wednesday,False,Shoulder
20260507,2026-05-07,2026,5,May,Q2,19,Thursday,False,Shoulder
20260508,2026-05-08,2026,5,May,Q2,19,Friday,False,Shoulder
20260509,2026-05-09,2026,5,May,Q2,19,Saturday,True,Shoulder
20260510,2026-05-10,2026,5,May,Q2,19,Sunday,True,Shoulder
20260511,2026-05-11,2026,5,May,Q2,20,Monday,False,Shoulder
20260512,2026-05-12,2026,5,May,Q2,20,Tuesday,False,Shoulder
20260513,2026-05-13,2026,5,May,Q2,20,Wednesday,False,Shoulder
20260514,2026-05-14,2026,5,May,Q2,20,Thursday,False,Shoulder
20260515,2026-05-15,2026,5,May,Q2,20,Friday,False,Shoulder
20260516,2026-05-16,2026,5,May,Q2,20,Saturday,True,Shoulder
20260517,2026-05-17,2026,5,May,Q2,20,Sunday,True,Shoulder
20260518,2026-05-18,2026,5,May,Q2,21,Monday,False,Shoulder
20260519,2026-05-19,2026,5,May,Q2,21,Tuesday,False,Shoulder
20260520,2026-05-20,2026,5,May,Q2,21,Wednesday,False,Shoulder
20260521,2026-05-21,2026,5,May,Q2,21,Thursday,False,Shoulder
20260522,2026-05-22,2026,5,May,Q2,21,Friday,False,Shoulder
20260523,2026-05-23,2026,5,May,Q2,21,Saturday,True,Shoulder
20260524,2026-05-24,2026,5,May,Q2,21,Sunday,True,Shoulder
20260525,2026-05-25,2026,5,May,Q2,22,Monday,False,Shoulder
20260526,2026-05-26,2026,5,May,Q2,22,Tuesday,False,Shoulder
20260527,2026-05-27,2026,5,May,Q2,22,Wednesday,False,Shoulder
20260528,2026-05-28,2026,5,May,Q2,22,Thursday,False,Shoulder
20260529,2026-05-29,2026,5,May,Q2,22,Friday,False,Shoulder
20260530,2026-05-30,2026,5,May,Q2,22,Saturday,True,Shoulder
20260531,2026-05-31,2026,5,May,Q2,22,Sunday,True,Shoulder
20260601,2026-06-01,2026,6,June,Q2,23,Monday,False,Peak
20260602,2026-06-02,2026,6,June,Q2,23,Tuesday,False,Peak
20260603,2026-06-03,2026,6,June,Q2,23,Wednesday,False,Peak
20260604,2026-06-04,2026,6,June,Q2,23,Thursday,False,Peak
20260605,2026-06-05,2026,6,June,Q2,23,Friday,False,Peak
20260606,2026-06-06,2026,6,June,Q2,23,Saturday,True,Peak
20260607,2026-06-07,2026,6,June,Q2,23,Sunday,True,Peak
20260608,2026-06-08,2026,6,June,Q2,24,Monday,False,Peak
20260609,2026-06-09,2026,6,June,Q2,24,Tuesday,False,Peak
20260610,2026-06-10,2026,6,June,Q2,24,Wednesday,False,Peak
20260611,2026-06-11,2026,6,June,Q2,24,Thursday,False,Peak
20260612,2026-06-12,2026,6,June,Q2,24,Friday,False,Peak
20260613,2026-06-13,2026,6,June,Q2,24,Saturday,True,Peak
20260614,2026-06-14,2026,6,June,Q2,24,Sunday,True,Peak
20260615,2026-06-15,2026,6,June,Q2,25,Monday,False,Peak
20260616,2026-06-16,2026,6,June,Q2,25,Tuesday,False,Peak
20260617,2026-06-17,2026,6,June,Q2,25,Wednesday,False,Peak
20260618,2026-06-18,2026,6,June,Q2,25,Thursday,False,Peak
20260619,2026-06-19,2026,6,June,Q2,25,Friday,False,Peak
20260620,2026-06-20,2026,6,June,Q2,25,Saturday,True,Peak
20260621,2026-06-21,2026,6,June,Q2,25,Sunday,True,Peak
20260622,2026-06-22,2026,6,June,Q2,26,Monday,False,Peak
20260623,2026-06-23,2026,6,June,Q2,26,Tuesday,False,Peak
20260624,2026-06-24,2026,6,June,Q2,26,Wednesday,False,Peak
20260625,2026-06-25,2026,6,June,Q2,26,Thursday,False,Peak
20260626,2026-06-26,2026,6,June,Q2,26,Friday,False,Peak
20260627,2026-06-27,2026,6,June,Q2,26,Saturday,True,Peak
20260628,2026-06-28,2026,6,June,Q2,26,Sunday,True,Peak
20260629,2026-06-29,2026,6,June,Q2,27,Monday,False,Peak
20260630,2026-06-30,2026,6,June,Q2,27,Tuesday,False,Peak
20260701,2026-07-01,2026,7,July,Q3,27,Wednesday,False,Peak
20260702,2026-07-02,2026,7,July,Q3,27,Thursday,False,Peak
20260703,2026-07-03,2026,7,July,Q3,27,Friday,False,Peak
20260704,2026-07-04,2026,7,July,Q3,27,Saturday,True,Peak
20260705,2026-07-05,2026,7,July,Q3,27,Sunday,True,Peak
20260706,2026-07-06,2026,7,July,Q3,28,Monday,False,Peak
20260707,2026-07-07,2026,7,July,Q3,28,Tuesday,False,Peak
20260708,2026-07-08,2026,7,July,Q3,28,Wednesday,False,Peak
20260709,2026-07-09,2026,7,July,Q3,28,Thursday,False,Peak
20260710,2026-07-10,2026,7,July,Q3,28,Friday,False,Peak
20260711,2026-07-11,2026,7,July,Q3,28,Saturday,True,Peak
20260712,2026-07-12,2026,7,July,Q3,28,Sunday,True,Peak
20260713,2026-07-13,2026,7,July,Q3,29,Monday,False,Peak
20260714,2026-07-14,2026,7,July,Q3,29,Tuesday,False,Peak
20260715,2026-07-15,2026,7,July,Q3,29,Wednesday,False,Peak
20260716,2026-07-16,2026,7,July,Q3,29,Thursday,False,Peak
20260717,2026-07-17,2026,7,July,Q3,29,Friday,False,Peak
20260718,2026-07-18,2026,7,July,Q3,29,Saturday,True,Peak
20260719,2026-07-19,2026,7,July,Q3,29,Sunday,True,Peak
20260720,2026-07-20,2026,7,July,Q3,30,Monday,False,Peak
20260721,2026-07-21,2026,7,July,Q3,30,Tuesday,False,Peak
20260722,2026-07-22,2026,7,July,Q3,30,Wednesday,False,Peak
20260723,2026-07-23,2026,7,July,Q3,30,Thursday,False,Peak
20260724,2026-07-24,2026,7,July,Q3,30,Friday,False,Peak
20260725,2026-07-25,2026,7,July,Q3,30,Saturday,True,Peak
20260726,2026-07-26,2026,7,July,Q3,30,Sunday,True,Peak
20260727,2026-07-27,2026,7,July,Q3,31,Monday,False,Peak
20260728,2026-07-28,2026,7,July,Q3,31,Tuesday,False,Peak
20260729,2026-07-29,2026,7,July,Q3,31,Wednesday,False,Peak
20260730,2026-07-30,2026,7,July,Q3,31,Thursday,False,Peak
20260731,2026-07-31,2026,7,July,Q3,31,Friday,False,Peak
20260801,2026-08-01,2026,8,August,Q3,31,Saturday,True,Peak
20260802,2026-08-02,2026,8,August,Q3,31,Sunday,True,Peak
20260803,2026-08-03,2026,8,August,Q3,32,Monday,False,Peak
20260804,2026-08-04,2026,8,August,Q3,32,Tuesday,False,Peak
20260805,2026-08-05,2026,8,August,Q3,32,Wednesday,False,Peak
20260806,2026-08-06,2026,8,August,Q3,32,Thursday,False,Peak
20260807,2026-08-07,2026,8,August,Q3,32,Friday,False,Peak
20260808,2026-08-08,2026,8,August,Q3,32,Saturday,True,Peak
20260809,2026-08-09,2026,8,August,Q3,32,Sunday,True,Peak
20260810,2026-08-10,2026,8,August,Q3,33,Monday,False,Peak
20260811,2026-08-11,2026,8,August,Q3,33,Tuesday,False,Peak
20260812,2026-08-12,2026,8,August,Q3,33,Wednesday,False,Peak
20260813,2026-08-13,2026,8,August,Q3,33,Thursday,False,Peak
20260814,2026-08-14,2026,8,August,Q3,33,Friday,False,Peak
20260815,2026-08-15,2026,8,August,Q3,33,Saturday,True,Peak
20260816,2026-08-16,2026,8,August,Q3,33,Sunday,True,Peak
20260817,2026-08-17,2026,8,August,Q3,34,Monday,False,Peak
20260818,2026-08-18,2026,8,August,Q3,34,Tuesday,False,Peak
20260819,2026-08-19,2026,8,August,Q3,34,Wednesday,False,Peak
20260820,2026-08-20,2026,8,August,Q3,34,Thursday,False,Peak
20260821,2026-08-21,2026,8,August,Q3,34,Friday,False,Peak
20260822,2026-08-22,2026,8,August,Q3,34,Saturday,True,Peak
20260823,2026-08-23,2026,8,August,Q3,34,Sunday,True,Peak
20260824,2026-08-24,2026,8,August,Q3,35,Monday,False,Peak
20260825,2026-08-25,2026,8,August,Q3,35,Tuesday,False,Peak
20260826,2026-08-26,2026,8,August,Q3,35,Wednesday,False,Peak
20260827,2026-08-27,2026,8,August,Q3,35,Thursday,False,Peak
20260828,2026-08-28,2026,8,August,Q3,35,Friday,False,Peak
20260829,2026-08-29,2026,8,August,Q3,35,Saturday,True,Peak
20260830,2026-08-30,2026,8,August,Q3,35,Sunday,True,Peak
20260831,2026-08-31,2026,8,August,Q3,36,Monday,False,Peak
20260901,2026-09-01,2026,9,September,Q3,36,Tuesday,False,Peak
20260902,2026-09-02,2026,9,September,Q3,36,Wednesday,False,Peak
20260903,2026-09-03,2026,9,September,Q3,36,Thursday,False,Peak
20260904,2026-09-04,2026,9,September,Q3,36,Friday,False,Peak
20260905,2026-09-05,2026,9,September,Q3,36,Saturday,True,Peak
20260906,2026-09-06,2026,9,September,Q3,36,Sunday,True,Peak
20260907,2026-09-07,2026,9,September,Q3,37,Monday,False,Peak
20260908,2026-09-08,2026,9,September,Q3,37,Tuesday,False,Peak
20260909,2026-09-09,2026,9,September,Q3,37,Wednesday,False,Peak
20260910,2026-09-10,2026,9,September,Q3,37,Thursday,False,Peak
20260911,2026-09-11,2026,9,September,Q3,37,Friday,False,Peak
20260912,2026-09-12,2026,9,September,Q3,37,Saturday,True,Peak
20260913,2026-09-13,2026,9,September,Q3,37,Sunday,True,Peak
20260914,2026-09-14,2026,9,September,Q3,38,Monday,False,Peak
20260915,2026-09-15,2026,9,September,Q3,38,Tuesday,False,Peak
20260916,2026-09-16,2026,9,September,Q3,38,Wednesday,False,Peak
20260917,2026-09-17,2026,9,September,Q3,38,Thursday,False,Peak
20260918,2026-09-18,2026,9,September,Q3,38,Friday,False,Peak
20260919,2026-09-19,2026,9,September,Q3,38,Saturday,True,Peak
20260920,2026-09-20,2026,9,September,Q3,38,Sunday,True,Peak
20260921,2026-09-21,2026,9,September,Q3,39,Monday,False,Peak
20260922,2026-09-22,2026,9,September,Q3,39,Tuesday,False,Peak
20260923,2026-09-23,2026,9,September,Q3,39,Wednesday,False,Peak
20260924,2026-09-24,2026,9,September,Q3,39,Thursday,False,Peak
20260925,2026-09-25,2026,9,September,Q3,39,Friday,False,Peak
20260926,2026-09-26,2026,9,September,Q3,39,Saturday,True,Peak
20260927,2026-09-27,2026,9,September,Q3,39,Sunday,True,Peak
20260928,2026-09-28,2026,9,September,Q3,40,Monday,False,Peak
20260929,2026-09-29,2026,9,September,Q3,40,Tuesday,False,Peak
20260930,2026-09-30,2026,9,September,Q3,40,Wednesday,False,Peak
20261001,2026-10-01,2026,10,October,Q4,40,Thursday,False,Shoulder
20261002,2026-10-02,2026,10,October,Q4,40,Friday,False,Shoulder
20261003,2026-10-03,2026,10,October,Q4,40,Saturday,True,Shoulder
20261004,2026-10-04,2026,10,October,Q4,40,Sunday,True,Shoulder
20261005,2026-10-05,2026,10,October,Q4,41,Monday,False,Shoulder
20261006,2026-10-06,2026,10,October,Q4,41,Tuesday,False,Shoulder
20261007,2026-10-07,2026,10,October,Q4,41,Wednesday,False,Shoulder
20261008,2026-10-08,2026,10,October,Q4,41,Thursday,False,Shoulder
20261009,2026-10-09,2026,10,October,Q4,41,Friday,False,Shoulder
20261010,2026-10-10,2026,10,October,Q4,41,Saturday,True,Shoulder
20261011,2026-10-11,2026,10,October,Q4,41,Sunday,True,Shoulder
20261012,2026-10-12,2026,10,October,Q4,42,Monday,False,Shoulder
20261013,2026-10-13,2026,10,October,Q4,42,Tuesday,False,Shoulder
20261014,2026-10-14,2026,10,October,Q4,42,Wednesday,False,Shoulder
20261015,2026-10-15,2026,10,October,Q4,42,Thursday,False,Shoulder
20261016,2026-10-16,2026,10,October,Q4,42,Friday,False,Shoulder
20261017,2026-10-17,2026,10,October,Q4,42,Saturday,True,Shoulder
20261018,2026-10-18,2026,10,October,Q4,42,Sunday,True,Shoulder
20261019,2026-10-19,2026,10,October,Q4,43,Monday,False,Shoulder
20261020,2026-10-20,2026,10,October,Q4,43,Tuesday,False,Shoulder
20261021,2026-10-21,2026,10,October,Q4,43,Wednesday,False,Shoulder
20261022,2026-10-22,2026,10,October,Q4,43,Thursday,False,Shoulder
20261023,2026-10-23,2026,10,October,Q4,43,Friday,False,Shoulder
20261024,2026-10-24,2026,10,October,Q4,43,Saturday,True,Shoulder
20261025,2026-10-25,2026,10,October,Q4,43,Sunday,True,Shoulder
20261026,2026-10-26,2026,10,October,Q4,44,Monday,False,Shoulder
20261027,2026-10-27,2026,10,October,Q4,44,Tuesday,False,Shoulder
20261028,2026-10-28,2026,10,October,Q4,44,Wednesday,False,Shoulder
20261029,2026-10-29,2026,10,October,Q4,44,Thursday,False,Shoulder
20261030,2026-10-30,2026,10,October,Q4,44,Friday,False,Shoulder
20261031,2026-10-31,2026,10,October,Q4,44,Saturday,True,Shoulder
20261101,2026-11-01,2026,11,November,Q4,44,Sunday,True,Low
20261102,2026-11-02,2026,11,November,Q4,45,Monday,False,Low
20261103,2026-11-03,2026,11,November,Q4,45,Tuesday,False,Low
20261104,2026-11-04,2026,11,November,Q4,45,Wednesday,False,Low
20261105,2026-11-05,2026,11,November,Q4,45,Thursday,False,Low
20261106,2026-11-06,2026,11,November,Q4,45,Friday,False,Low
20261107,2026-11-07,2026,11,November,Q4,45,Saturday,True,Low
20261108,2026-11-08,2026,11,November,Q4,45,Sunday,True,Low
20261109,2026-11-09,2026,11,November,Q4,46,Monday,False,Low
20261110,2026-11-10,2026,11,November,Q4,46,Tuesday,False,Low
20261111,2026-11-11,2026,11,November,Q4,46,Wednesday,False,Low
20261112,2026-11-12,2026,11,November,Q4,46,Thursday,False,Low
20261113,2026-11-13,2026,11,November,Q4,46,Friday,False,Low
20261114,2026-11-14,2026,11,November,Q4,46,Saturday,True,Low
20261115,2026-11-15,2026,11,November,Q4,46,Sunday,True,Low
20261116,2026-11-16,2026,11,November,Q4,47,Monday,False,Low
20261117,2026-11-17,2026,11,November,Q4,47,Tuesday,False,Low
20261118,2026-11-18,2026,11,November,Q4,47,Wednesday,False,Low
20261119,2026-11-19,2026,11,November,Q4,47,Thursday,False,Low
20261120,2026-11-20,2026,11,November,Q4,47,Friday,False,Low
20261121,2026-11-21,2026,11,November,Q4,47,Saturday,True,Low
20261122,2026-11-22,2026,11,November,Q4,47,Sunday,True,Low
20261123,2026-11-23,2026,11,November,Q4,48,Monday,False,Low
20261124,2026-11-24,2026,11,November,Q4,48,Tuesday,False,Low
20261125,2026-11-25,2026,11,November,Q4,48,Wednesday,False,Low
20261126,2026-11-26,2026,11,November,Q4,48,Thursday,False,Low
20261127,2026-11-27,2026,11,November,Q4,48,Friday,False,Low
20261128,2026-11-28,2026,11,November,Q4,48,Saturday,True,Low
20261129,2026-11-29,2026,11,November,Q4,48,Sunday,True,Low
20261130,2026-11-30,2026,11,November,Q4,49,Monday,False,Low
20261201,2026-12-01,2026,12,December,Q4,49,Tuesday,False,Low
20261202,2026-12-02,2026,12,December,Q4,49,Wednesday,False,Low
20261203,2026-12-03,2026,12,December,Q4,49,Thursday,False,Low
20261204,2026-12-04,2026,12,December,Q4,49,Friday,False,Low
20261205,2026-12-05,2026,12,December,Q4,49,Saturday,True,Low
20261206,2026-12-06,2026,12,December,Q4,49,Sunday,True,Low
20261207,2026-12-07,2026,12,December,Q4,50,Monday,False,Low
20261208,2026-12-08,2026,12,December,Q4,50,Tuesday,False,Low
20261209,2026-12-09,2026,12,December,Q4,50,Wednesday,False,Low
20261210,2026-12-10,2026,12,December,Q4,50,Thursday,False,Low
20261211,2026-12-11,2026,12,December,Q4,50,Friday,False,Low
20261212,2026-12-12,2026,12,December,Q4,50,Saturday,True,Low
20261213,2026-12-13,2026,12,December,Q4,50,Sunday,True,Low
20261214,2026-12-14,2026,12,December,Q4,51,Monday,False,Low
20261215,2026-12-15,2026,12,December,Q4,51,Tuesday,False,Low
20261216,2026-12-16,2026,12,December,Q4,51,Wednesday,False,Low
20261217,2026-12-17,2026,12,December,Q4,51,Thursday,False,Low
20261218,2026-12-18,2026,12,December,Q4,51,Friday,False,Low
20261219,2026-12-19,2026,12,December,Q4,51,Saturday,True,Low
20261220,2026-12-20,2026,12,December,Q4,51,Sunday,True,Low
20261221,2026-12-21,2026,12,December,Q4,52,Monday,False,Low
20261222,2026-12-22,2026,12,December,Q4,52,Tuesday,False,Low
20261223,2026-12-23,2026,12,December,Q4,52,Wednesday,False,Low
20261224,2026-12-24,2026,12,December,Q4,52,Thursday,False,Low
20261225,2026-12-25,2026,12,December,Q4,52,Friday,False,Low
20261226,2026-12-26,2026,12,December,Q4,52,Saturday,True,Low
20261227,2026-12-27,2026,12,December,Q4,52,Sunday,True,Low
20261228,2026-12-28,2026,12,December,Q4,53,Monday,False,Low
20261229,2026-12-29,2026,12,December,Q4,53,Tuesday,False,Low
20261230,2026-12-30,2026,12,December,Q4,53,Wednesday,False,Low
20261231,2026-12-31,2026,12,December,Q4,53,Thursday,False,Low
